"Datapoint Number","Test Time (s)","Cycle Number","Current (A)","Potential (V)","Step Index","Step Time (s)","Charge Capacity (Ah)","Discharge Capacity (Ah)","Charge Energy (Wh)","Discharge Energy (Wh)","Timestamp","dV/dt (V/s)","dQ/dV (Ah/V)","Current Cycle Net Capacity (Ah)","Current Cycle Net Energy (Wh)","Test Net Capacity (Ah)","Test Net Energy (Wh)","Test Cumulative Capacity (Ah)","Test Cumulative Energy (Wh)","Power (W)","[Maccor] Datapoint ID","[Maccor] Cycle","[Maccor] Step Index","[Maccor] Test Time (s)","[Maccor] Step Time (s)","[Maccor] Capacity (Ah)","[Maccor] Energy (Wh)","[Maccor] Current (A)","[Maccor] Potential (V)","[Maccor] State","[Maccor] Ending Status","[Maccor] Datapoint Time","[Maccor] AC Impedance (Ω)","[Maccor] Internal Resistance (Ω)","[Maccor] VAR 1","[Maccor] VAR 10","[Maccor] VAR 11","[Maccor] VAR 12","[Maccor] VAR 13","[Maccor] VAR 14","[Maccor] VAR 15","[Maccor] VAR 2","[Maccor] VAR 3","[Maccor] VAR 4","[Maccor] VAR 5","[Maccor] VAR 6","[Maccor] VAR 7","[Maccor] VAR 8","[Maccor] VAR 9"
1110,129167.63,4,0.2542153048,4.19989319,5,150.020000000004,0.4642321249,0.0,1.8908074951,0.0,1592450739000,-5.0863333333299e-06,-14.829699193931,-0.4642321249,-1.8908074951,-2.7336718746,-10.7374406191,6.5727419746,26.1768001899,1.06767712742329,1110,4,5,129167.63,150.02,0.0153846329,0.0646153885,0.2542153048,4.19989319,C,1,06/17/2020 23:25:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,129197.63,4,0.2252231632,4.19996948,5,180.020000000004,0.4662247942,0.0,1.899176669,0.0,1592450769000,2.5429999999993e-06,26.1196657491206,-0.4662247942,-1.899176669,-2.7356645439,-10.745809793,6.5747346439,26.1851693638,0.945930411629059,1111,4,5,129197.63,180.02,0.0173773022,0.0729845624,0.2252231632,4.19996948,C,1,06/17/2020 23:26:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,129227.63,4,0.2005035477,4.19989319,5,210.020000000004,0.4679974102,0.0,1.9066216227,0.0,1592450799000,-2.5429999999993e-06,-23.2352339756288,-0.4679974102,-1.9066216227,-2.7374371599,-10.7532547467,6.5765072599,26.1926143175,0.84209348455607,1112,4,5,129227.63,210.02,0.0191499182,0.0804295161,0.2005035477,4.19989319,C,1,06/17/2020 23:26:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,129257.63,4,0.1765468833,4.19996948,5,240.020000000004,0.4695729941,0.0,1.9132390453,0.0,1592450829000,2.5429999999993e-06,20.6525612793376,-0.4695729941,-1.9132390453,-2.7390127438,-10.7598721693,6.5780828438,26.1992317401,0.741491521649122,1113,4,5,129257.63,240.02,0.0207255021,0.0870469387,0.1765468833,4.19996948,C,1,06/17/2020 23:27:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,129287.63,4,0.1606775006,4.19989319,5,270.020000000004,0.4709789841,0.0,1.9191441697,0.0,1592450859000,-2.5429999999993e-06,-18.4295451566482,-0.4709789841,-1.9191441697,-2.7404187338,-10.7657772937,6.5794888338,26.2051368645,0.674828340556161,1114,4,5,129287.63,270.02,0.0221314921,0.0929520631,0.1606775006,4.19989319,C,1,06/17/2020 23:27:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,129317.63,4,0.1452658885,4.19989319,5,300.020000000004,0.4722452235,0.0,1.9244623486,0.0,1592450889000,0.0,,-0.4722452235,-1.9244623486,-2.7416849732,-10.7710954726,6.5807550732,26.2104550434,0.610101215850449,1115,4,5,129317.63,300.02,0.0233977315,0.098270242,0.1452658885,4.19989319,C,1,06/17/2020 23:28:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,129347.63,4,0.1301594568,4.19996948,5,330.020000000004,0.4733890461,0.0,1.9292663817,0.0,1592450919000,2.5429999999993e-06,14.9930869052402,-0.4733890461,-1.9292663817,-2.7428287958,-10.7758995057,6.5818988958,26.2152590765,0.546665746093378,1116,4,5,129347.63,330.02,0.0245415541,0.1030742751,0.1301594568,4.19996948,C,1,06/17/2020 23:28:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,129377.63,4,0.1182574197,4.19989319,5,360.020000000004,0.4744274989,0.0,1.9336278594,0.0,1592450949000,-2.5429999999993e-06,-13.6119124393745,-0.4744274989,-1.9336278594,-2.7438672486,-10.7802609834,6.5829373486,26.2196205542,0.496668531665002,1117,4,5,129377.63,360.02,0.0255800069,0.1074357528,0.1182574197,4.19989319,C,1,06/17/2020 23:29:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,129407.63,4,0.1084916457,4.19996948,5,390.020000000004,0.4753744059,0.0,1.9376048463,0.0,1592450979000,2.5429999999993e-06,12.4119412767151,-0.4753744059,-1.9376048463,-2.7448141556,-10.7842379703,6.5838842556,26.2235975411,0.455661600774973,1118,4,5,129407.63,390.02,0.0265269139,0.1114127397,0.1084916457,4.19996948,C,1,06/17/2020 23:29:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,129437.63,4,0.0993362325,4.19996948,5,420.020000000004,0.4762385574,0.0,1.9412342618,0.0,1592451009000,0.0,,-0.4762385574,-1.9412342618,-2.7456783071,-10.7878673858,6.5847484071,26.2272269566,0.417209144758184,1119,4,5,129437.63,420.02,0.0273910654,0.1150421552,0.0993362325,4.19996948,C,1,06/17/2020 23:30:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,129467.63,4,0.0901808194,4.19996948,5,450.020000000004,0.4770301226,0.0,1.9445588143,0.0,1592451039000,0.0,,-0.4770301226,-1.9445588143,-2.7464698723,-10.7911919383,6.5855399723,26.2305515091,0.378756689161392,1120,4,5,129467.63,450.02,0.0281826306,0.1183667077,0.0901808194,4.19996948,C,1,06/17/2020 23:30:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,129497.63,4,0.0840772107,4.19989319,5,480.020000000004,0.4777593635,0.0,1.9476216074,0.0,1592451069000,-2.5429999999993e-06,-9.55880062918275,-0.4777593635,-1.9476216074,-2.7471991132,-10.7942547314,6.5862692132,26.2336143022,0.353115304653125,1121,4,5,129497.63,480.02,0.0289118715,0.1214295008,0.0840772107,4.19989319,C,1,06/17/2020 23:31:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,129527.63,4,0.0761425193,4.19989319,5,510.020000000004,0.4784319257,0.0,1.9504463512,0.0,1592451099000,0.0,,-0.4784319257,-1.9504463512,-2.7478716754,-10.7970794752,6.5869417754,26.236439046,0.319790448277514,1122,4,5,129527.63,510.02,0.0295844337,0.1242542446,0.0761425193,4.19989319,C,1,06/17/2020 23:31:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,129557.63,4,0.0720225834,4.19996948,5,540.020000000004,0.4790564215,0.0,1.953069216,0.0,1592451129000,2.5429999999993e-06,8.18581465461423,-0.4790564215,-1.953069216,-2.7484961712,-10.79970234,6.5875662712,26.2390619108,0.302492652150755,1123,4,5,129557.63,540.02,0.0302089295,0.1268771094,0.0720225834,4.19996948,C,1,06/17/2020 23:32:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,129587.63,4,0.0672922866,4.19996948,5,570.020000000004,0.4796351835,0.0,1.9555000017,0.0,1592451159000,0.0,,-0.4796351835,-1.9555000017,-2.7490749332,-10.8021331257,6.5881450332,26.2414926965,0.282625549959413,1124,4,5,129587.63,570.02,0.0307876915,0.1293078951,0.0672922866,4.19996948,C,1,06/17/2020 23:32:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,129617.63,4,0.0616464485,4.19996948,5,600.020000000004,0.4801732602,0.0,1.957759911,0.0,1592451189000,0.0,,-0.4801732602,-1.957759911,-2.7496130099,-10.804393035,6.5886831099,26.2437526058,0.258913202250392,1125,4,5,129617.63,600.02,0.0313257682,0.1315678044,0.0616464485,4.19996948,C,1,06/17/2020 23:33:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,129647.63,4,0.059205005,4.19989319,5,630.020000000004,0.4806785551,0.0,1.9598821369,0.0,1592451219000,-2.5429999999993e-06,-6.62334381963682,-0.4806785551,-1.9598821369,-2.7501183048,-10.8065152609,6.5891884048,26.2458748317,0.248654697313416,1126,4,5,129647.63,630.02,0.0318310631,0.1336900303,0.059205005,4.19989319,C,1,06/17/2020 23:33:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,129677.63,4,0.0537117571,4.19989319,5,660.020000000004,0.481149257,0.0,1.9618590723,0.0,1592451249000,0.0,,-0.481149257,-1.9618590723,-2.7505890067,-10.8084921963,6.5896591067,26.2478517671,0.225583642867224,1127,4,5,129677.63,660.02,0.032301765,0.1356669657,0.0537117571,4.19989319,C,1,06/17/2020 23:34:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,129707.63,4,0.0509651331,4.19996948,5,690.020000000004,0.4815928817,0.0,1.9637222845,0.0,1592451279000,2.5429999999993e-06,5.81497837200217,-0.4815928817,-1.9637222845,-2.7510326314,-10.8103554085,6.5901027314,26.2497149793,0.214052003564138,1128,4,5,129707.63,690.02,0.0327453897,0.1375301779,0.0509651331,4.19996948,C,1,06/17/2020 23:34:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,129737.63,4,0.0494392309,4.20004578,5,720.020000000004,0.4820159486,0.0,1.9654991545,0.0,1592451309000,2.5433333333306e-06,5.54478243774939,-0.4820159486,-1.9654991545,-2.7514556983,-10.8121322785,6.5905257983,26.2514918493,0.207647033107991,1129,4,5,129737.63,720.02,0.0331684566,0.1393070479,0.0494392309,4.20004578,C,1,06/17/2020 23:35:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,129767.63,4,0.0477607385,4.19996948,5,750.020000000004,0.4824144261,0.0,1.967172749,0.0,1592451339000,-2.5433333333306e-06,-5.2225098296269,-0.4824144261,-1.967172749,-2.7518541758,-10.813805873,6.5909242758,26.2531654438,0.200593644042261,1130,4,5,129767.63,750.02,0.0335669341,0.1409806424,0.0477607385,4.19996948,C,1,06/17/2020 23:35:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,129797.63,4,0.0439459831,4.19996948,5,780.020000000004,0.4827884362,0.0,1.9687435818,0.0,1592451369000,0.0,,-0.4827884362,-1.9687435818,-2.7522281859,-10.8153767058,6.5912982859,26.2547362766,0.184571787788596,1131,4,5,129797.63,780.02,0.0339409442,0.1425514752,0.0439459831,4.19996948,C,1,06/17/2020 23:36:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,129827.63,4,0.0421149004,4.19996948,5,810.020000000004,0.483144931,0.0,1.9702408506,0.0,1592451399000,0.0,,-0.483144931,-1.9702408506,-2.7525846807,-10.8168739746,6.5916547807,26.2562335454,0.17688129633324,1132,4,5,129827.63,810.02,0.034297439,0.144048744,0.0421149004,4.19996948,C,1,06/17/2020 23:36:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,129857.63,4,0.0395208667,4.19996948,5,840.020000000004,0.4834859066,0.0,1.9716729386,0.0,1592451429000,0.0,,-0.4834859066,-1.9716729386,-2.7529256563,-10.8183060626,6.5919957563,26.2576656334,0.165986433963148,1133,4,5,129857.63,840.02,0.0346384146,0.145480832,0.0395208667,4.19996948,C,1,06/17/2020 23:37:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,129887.63,4,0.0378423743,4.20004578,5,870.020000000004,0.4838036431,0.0,1.9730074228,0.0,1592451459000,2.5433333333306e-06,4.16430537352419,-0.4838036431,-1.9730074228,-2.7532433928,-10.8196405468,6.5923134928,26.2590001176,0.158939704483895,1134,4,5,129887.63,870.02,0.0349561511,0.1468153162,0.0378423743,4.20004578,C,1,06/17/2020 23:37:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,129917.63,4,0.0376897841,4.19989319,5,900.020000000004,0.4841142087,0.0,1.9743117902,0.0,1592451489000,-5.0863333333299e-06,-2.03529458024605,-0.4841142087,-1.9743117902,-2.7535539584,-10.8209449142,6.5926240584,26.260304485,0.15829306757416,1135,4,5,129917.63,900.02,0.0352667167,0.1481196836,0.0376897841,4.19989319,C,1,06/17/2020 23:38:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,129947.63,4,0.0366216526,4.19996948,5,930.020000000004,0.4844125268,0.0,1.9755647184,0.0,1592451519000,2.5429999999993e-06,3.91031721063922,-0.4844125268,-1.9755647184,-2.7538522765,-10.8221978424,6.5929223765,26.2615574132,0.153809823227163,1136,4,5,129947.63,930.02,0.0355650348,0.1493726118,0.0366216526,4.19996948,C,1,06/17/2020 23:38:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,129977.63,4,0.0331120775,4.19981689,5,960.020000000004,0.4846962446,0.0,1.976756325,0.0,1592451549000,-5.0863333333299e-06,-1.85934727046695,-0.4846962446,-1.976756325,-2.7541359943,-10.823389449,6.5932060943,26.2627490198,0.139064662347489,1137,4,5,129977.63,960.02,0.0358487526,0.1505642184,0.0331120775,4.19981689,C,1,06/17/2020 23:39:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,130007.63,4,0.0326543069,4.20012207,5,990.020000000004,0.4849695765,0.0,1.9779043116,0.0,1592451579000,1.01726666666598e-05,0.895641588570943,-0.4849695765,-1.9779043116,-2.7544093262,-10.8245374356,6.5934794262,26.2638970064,0.137152075091243,1138,4,5,130007.63,990.02,0.0361220845,0.151712205,0.0326543069,4.20012207,C,1,06/17/2020 23:39:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,130037.63,4,0.0323491264,4.19989319,5,1020.02,0.485234017,0.0,1.9790149541,0.0,1592451609000,-7.62933333332919e-06,-1.15536744145305,-0.485234017,-1.9790149541,-2.7546737667,-10.8256480781,6.5937438667,26.2650076489,0.135862875669809,1139,4,5,130037.63,1020.02,0.036386525,0.1528228475,0.0323491264,4.19989319,C,1,06/17/2020 23:40:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,130067.34,4,0.0279240101,4.19989319,5,1049.72999999998,0.485487828,0.0,1.9800809533,0.0,1592451639000,0.0,,-0.485487828,-1.9800809533,-2.7549275777,-10.8267140773,6.5939976777,26.2660736481,0.117277859856481,1140,4,5,130067.34,1049.73,0.036640336,0.1538888467,0.0279240101,4.19989319,C,132,06/17/2020 23:40:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,130067.38,4,-0.5618371862,4.18799115,6,0.0400000000081491,0.485487828,4.7799e-06,1.9800809533,2.0018e-05,1592451639000,-0.297550999939377,-0.000401603422627665,-0.4854830481,-1.9800609353,-2.7549227978,-10.8266940593,6.5940024576,26.2660936661,-2.3529691635465,1141,4,6,130067.38,0.04,4.7799e-06,2.0018e-05,-0.5618371862,4.18799115,D,0,06/17/2020 23:40:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,130071.61,4,-0.5598535134,4.18287938,6,4.26999999998952,0.485487828,0.0006627358,1.9800809533,0.0027732854,1592451643000,-0.00120845626477659,-0.128713909272206,-0.4848250922,-1.9773076679,-2.7542648419,-10.8239407919,6.5946604135,26.2688469335,-2.34179971702141,1142,4,6,130071.61,4.27,0.0006627358,0.0027732854,-0.5598535134,4.18287938,D,5,06/17/2020 23:40:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,130082.43,4,-0.5606164645,4.17776761,6,15.0899999999965,0.485487828,0.0023456872,1.9800809533,0.0098083426,1592451654000,-0.00047243715341993,-0.329230657873941,-0.4831421408,-1.9702726107,-2.7525818905,-10.8169057347,6.5963433649,26.2758819907,-2.34212530702081,1143,4,6,130082.43,15.09,0.0023456872,0.0098083426,-0.5606164645,4.17776761,D,5,06/17/2020 23:40:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,130098.08,4,-0.5598535134,4.17273213,6,30.7400000000052,0.485487828,0.0047799047,1.9800809533,0.0199716255,1592451670000,-0.000321755910542957,-0.48341319993332,-0.4807079233,-1.9601093278,-2.750147673,-10.8067424518,6.5987775824,26.2860452736,-2.33611874345757,1144,4,6,130098.08,30.74,0.0047799047,0.0199716255,-0.5598535134,4.17273213,D,5,06/17/2020 23:41:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,130118.89,4,-0.5600061036,4.16769665,6,51.5500000000029,0.485487828,0.0080167205,1.9800809533,0.0334694888,1592451690000,-0.000241974050937081,-0.642801838156477,-0.4774711075,-1.9466114645,-2.7469108572,-10.7932445885,6.6020143982,26.2995431369,-2.33393556195327,1145,4,6,130118.89,51.55,0.0080167205,0.0334694888,-0.5600061036,4.16769665,D,5,06/17/2020 23:41:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,130144.77,4,-0.560311284,4.16258488,6,77.4300000000076,0.485487828,0.0120421289,1.9800809533,0.0502355734,1592451716000,-0.000197518160741853,-0.787478388112214,-0.4734456991,-1.9298453799,-2.7428854488,-10.7764785039,6.6060398066,26.3163092215,-2.33234327887179,1146,4,6,130144.77,77.43,0.0120421289,0.0502355734,-0.560311284,4.16258488,D,5,06/17/2020 23:41:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,130175.03,4,-0.5600061036,4.15747311,6,107.689999999988,0.485487828,0.0167488115,1.9800809533,0.0698155713,1592451747000,-0.000168928288169232,-0.920753985410164,-0.4687390165,-1.910265382,-2.7381787662,-10.756898506,6.6107464892,26.3358892194,-2.32821031715287,1147,4,6,130175.03,107.69,0.0167488115,0.0698155713,-0.5600061036,4.15747311,D,5,06/17/2020 23:42:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,130208.68,4,-0.5598535134,4.15243763,6,141.339999999997,0.485487828,0.0219827793,1.9800809533,0.0915626642,1592451780000,-0.000149642793462139,-1.03941785092973,-0.4635050487,-1.8885182891,-2.7329447984,-10.7351514131,6.615980457,26.3576363123,-2.32475679632987,1148,4,6,130208.68,141.34,0.0219827793,0.0915626642,-0.5598535134,4.15243763,D,5,06/17/2020 23:43:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,130245.35,4,-0.5600061036,4.14740215,6,178.010000000009,0.485487828,0.0276864784,1.9800809533,0.1152328976,1592451817000,-0.000137318789200936,-1.132702165434,-0.4578013496,-1.8648480557,-2.7272410993,-10.7114811797,6.6216841561,26.3813065457,-2.32257051808376,1149,4,6,130245.35,178.01,0.0276864784,0.1152328976,-0.5600061036,4.14740215,D,5,06/17/2020 23:43:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,130285.16,4,-0.560311284,4.14229038,6,217.819999999992,0.485487828,0.0338785844,1.9800809533,0.1408986034,1592451857000,-0.000128404169806568,-1.21134284210778,-0.4516092436,-1.8391823499,-2.7210489933,-10.6858154739,6.6278762621,26.4069722515,-2.32097204151865,1150,4,6,130285.16,217.82,0.0338785844,0.1408986034,-0.560311284,4.14229038,D,5,06/17/2020 23:44:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,130327.25,4,-0.5601586938,4.1372549,6,259.910000000003,0.485487828,0.0404253211,1.9800809533,0.1680009647,1592451899000,-0.000119636018056558,-1.30012167658291,-0.4450625069,-1.8120799886,-2.7145022566,-10.6587131126,6.6344229988,26.4340746128,-2.31751930070165,1151,4,6,130327.25,259.91,0.0404253211,0.1680009647,-0.5601586938,4.1372549,D,5,06/17/2020 23:44:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,130371.07,4,-0.5598535134,4.13214313,6,303.73000000001,0.485487828,0.0472411485,1.9800809533,0.196182823,1592451943000,-0.000116653811045168,-1.33335956038702,-0.4382466795,-1.7838981303,-2.7076864292,-10.6305312543,6.6412388262,26.4622564711,-2.31339484920217,1152,4,6,130371.07,303.73,0.0472411485,0.196182823,-0.5598535134,4.13214313,D,5,06/17/2020 23:45:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,130416.75,4,-0.5600061036,4.12710765,6,349.409999999989,0.485487828,0.0543462717,1.9800809533,0.2255248169,1592451988000,-0.000110233800350282,-1.41101209815143,-0.4311415563,-1.7545561364,-2.700581306,-10.6011892604,6.6483439494,26.491598465,-2.31120547421425,1153,4,6,130416.75,349.41,0.0543462717,0.2255248169,-0.5600061036,4.12710765,D,5,06/17/2020 23:46:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,130463.84,4,-0.5604638743,4.12207218,6,396.5,0.485487828,0.0616707307,1.9800809533,0.255735775,1592452035000,-0.000106932894457433,-1.45457305872145,-0.4238170973,-1.7243451783,-2.693256847,-10.5709783023,6.6556684084,26.5218094231,-2.31027254414705,1154,4,6,130463.84,396.5,0.0616707307,0.255735775,-0.5604638743,4.12207218,D,5,06/17/2020 23:47:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,130512.42,4,-0.5601586938,4.1170367,6,445.080000000002,0.485487828,0.0692269228,1.9800809533,0.2868644916,1592452084000,-0.000103653355290241,-1.50059023171572,-0.4162609052,-1.6932164617,-2.6857006549,-10.5398495857,6.6632246005,26.5529381397,-2.30619390019866,1155,4,6,130512.42,445.08,0.0692269228,0.2868644916,-0.5601586938,4.1170367,D,5,06/17/2020 23:48:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,130562.41,4,-0.5600061036,4.11200122,6,495.070000000007,0.485487828,0.0770024359,1.9800809533,0.3188574559,1592452134000,-0.000100729745949181,-1.5441453644936,-0.4084853921,-1.6612234974,-2.6779251418,-10.5078566214,6.6710001136,26.584931104,-2.30274578121065,1156,4,6,130562.41,495.07,0.0770024359,0.3188574559,-0.5600061036,4.11200122,D,5,06/17/2020 23:48:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,130613.63,4,-0.5597009232,4.10696574,6,546.290000000008,0.485487828,0.0849692433,1.9800809533,0.3515974816,1592452185000,-9.83108160874654e-05,-1.58213465250577,-0.4005185847,-1.6284834717,-2.6699583344,-10.4751165957,6.678966921,26.6176711297,-2.29867251622877,1157,4,6,130613.63,546.29,0.0849692433,0.3515974816,-0.5597009232,4.10696574,D,5,06/17/2020 23:49:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,130665.41,4,-0.5600061036,4.10193027,6,598.070000000007,0.485487828,0.0930231729,1.9800809533,0.3846550499,1592452237000,-9.7247392815747e-05,-1.59943949621408,-0.3924646551,-1.5954259034,-2.6619044048,-10.4420590274,6.6870208506,26.650728698,-2.2971059877416,1158,4,6,130665.41,598.07,0.0930231729,0.3846550499,-0.5600061036,4.10193027,D,5,06/17/2020 23:50:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,130719.41,4,-0.5600061036,4.09689479,6,652.070000000007,0.485487828,0.1014224079,1.9800809533,0.4190878916,1592452291000,-9.32496296296313e-05,-1.66801079539579,-0.3840654201,-1.5609930617,-2.6535051698,-10.4076261857,6.6954200856,26.6851615397,-2.29428608820704,1159,4,6,130719.41,652.07,0.1014224079,0.4190878916,-0.5600061036,4.09689479,D,5,06/17/2020 23:51:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,130773.01,4,-0.5600061036,4.09185931,6,705.669999999984,0.485487828,0.1097594381,1.9800809533,0.4532238522,1592452345000,-9.39455223880767e-05,-1.65565749441954,-0.3757283899,-1.5268571011,-2.6451681396,-10.3734902251,6.7037571158,26.7192975003,-2.29146618867248,1160,4,6,130773.01,705.67,0.1097594381,0.4532238522,-0.5600061036,4.09185931,D,5,06/17/2020 23:52:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
